FID,distance(m),nearest station
1760,343.5814164,1
1761,398.3125196,1
1762,154.639247,1
1763,579.130319,1
1764,250.7543684,1
1765,378.9151168,1
1766,341.1775472,1
1767,31.78446146,1
1768,615.7528309,1
1769,554.6116288,1
1770,552.6714494,1
1771,660.3552445,1
1772,381.1992837,1
1773,411.6947075,1
1774,435.2238401,1
1775,550.1319171,1
1776,399.3578919,1
1777,523.0615269,1
1778,236.3422861,1
1779,671.8200362,1
1780,750.3868347,1
1781,605.9348711,0
1782,389.3178134,1
1783,591.9269599,1
1784,567.1721863,1
1785,564.1746657,1
1786,453.8082655,1
1787,428.1196559,1
1788,547.1044005,1
1789,475.0479563,1
1790,406.3161211,1
1791,544.1945783,1
1792,692.7248134,1
1793,597.1443962,1
1794,478.313029,1
1795,393.8053789,1
1796,456.0689091,1
1797,273.0840839,1
1798,537.7048428,1
1799,545.1726952,1
1800,371.4827645,1
1801,591.3209492,1
1802,107.4101061,1
1803,673.1512703,1
1804,513.7738984,1
1805,637.9719438,1
1806,366.9583319,1
1807,264.4106569,1
1808,653.4189042,1
1809,545.4489546,1
1810,293.9100622,1
1811,618.6080775,1
1812,493.8487216,1
1813,278.9474423,1
1814,643.21072,1
1815,478.7762754,1
1816,509.9672723,1
1817,642.2618556,1
1818,425.5088793,1
1819,571.0862694,1
1820,475.6525923,1
1821,469.6946149,1
1822,275.3777048,1
1823,567.3507536,1
1824,429.8815813,1
1825,527.0104803,1
1826,209.0700927,1
1827,427.6968846,1
1828,161.1191919,1
1829,483.4663104,1
1830,715.8722169,1
1831,424.4323654,1
1832,603.8926157,1
1833,433.6975215,1
1834,435.6741328,1
1835,473.9701743,1
1836,466.3652101,1
1837,375.7276613,1
1838,262.5554922,1
1839,731.7979365,1
1840,40.10794684,1
1841,315.5751204,1
1842,441.2443077,1
1843,291.713405,1
1844,561.555872,1
1845,567.3710006,1
1846,78.14942362,1
1847,611.6121765,1
1848,121.4554749,1
1849,298.8879101,1
1850,357.1712917,1
1851,113.3753938,1
1852,444.7812291,1
1853,786.817549,1
1854,351.2681706,1
1855,94.81059517,1
1856,400.6891418,1
1857,149.9162187,1
1858,426.484018,1
1859,199.7894165,1
1860,388.780088,1
1861,542.8511634,1
1862,219.1815547,1
1863,146.1595737,1
1864,745.0796339,1
1865,641.3283215,1
1866,499.4535742,1
1867,631.9774376,1
1868,130.78272,1
1869,356.5224977,1
1870,423.4098174,1
1871,674.393358,1
1872,646.7226042,1
1873,249.0744223,1
1874,610.6519706,1
1875,523.5904762,1
1876,100.9071378,1
1877,462.7767238,1
1878,324.1947108,1
1879,431.3631516,1
1880,422.7676023,1
1881,542.3999332,1
1882,799.7645417,1
1883,412.1611558,1
1884,540.7939378,1
1885,654.2970205,1
1886,543.6552404,1
1887,547.4289613,1
1888,658.2292029,1
1889,643.7506713,1
1890,148.8783491,1
1891,205.0035239,1
1892,546.5620034,1
1893,427.4922157,1
1894,605.4520158,1
1895,660.3739653,1
1896,49.51724516,1
1897,512.8120127,1
1898,520.7112257,1
1899,581.2068918,1
1900,585.9318353,1
1901,517.0981161,1
1902,303.0939812,1
1903,450.4746127,1
1904,575.6965205,1
1905,214.4530485,1
1906,316.9316703,1
1907,510.2928791,1
1908,583.9195436,1
1909,395.940562,1
1910,146.6500359,1
1911,345.0605297,1
1912,473.3233735,1
1913,210.5791368,1
1914,340.2195864,1
1915,429.8091337,1
1916,227.0297733,1
1917,529.6277111,1
1918,292.2110331,1
1919,580.9498333,1
1920,341.6447766,1
1921,345.851447,1
1922,703.3967227,1
1923,552.6505203,1
1924,501.1392097,1
1925,628.2465923,1
1926,174.9397268,1
1927,491.566667,1
1928,626.7368326,1
1929,746.943118,1
1930,554.9514134,1
1931,769.7805132,1
1932,638.5646966,1
1933,700.4694284,1
1934,447.5671703,1
1935,282.5293243,1
1936,565.6404681,1
1937,351.1960656,1
1938,338.7026019,1
1939,655.9013322,1
1940,346.9074251,1
1941,549.0679822,1
1942,199.9442167,1
1943,738.4549074,1
1944,654.5901229,1
1945,295.6168469,1
1946,591.7410618,1
1947,160.7518401,1
1948,65.59163162,1
1949,72.46102514,1
1950,350.7854259,1
1951,446.2201783,1
1952,175.0269397,1
1953,282.0323441,1
1954,656.8289959,0
1955,679.6805292,1
1956,632.8630139,1
1957,384.6937261,1
1958,140.1001325,1
1959,597.4470571,1
1960,362.5399224,1
1961,716.2391754,1
1962,642.7668949,1
1963,543.4477945,1
1964,647.7005105,1
1965,694.5853272,1
1966,389.6629546,1
1967,73.24618448,1
1968,581.5926693,1
1969,321.1327772,1
1970,656.4423422,1
1971,505.6213107,1
1972,557.9440017,1
1973,604.8882239,1
1974,169.9812684,1
1975,320.0540985,1
1976,600.9372576,1
1977,476.158578,1
1978,526.2930613,1
1979,639.7156268,1
1980,628.7114928,1
1981,336.1704955,1
1982,517.5996005,1
1983,575.4998499,1
1984,823.8575903,1
1985,169.5794802,1
1986,319.4341893,1
1987,364.0202354,1
1988,383.6140306,1
1989,497.3246447,1
1990,262.473397,1
1991,490.0695363,1
1992,473.5012731,1
1993,369.1141954,1
1994,374.663457,1
1995,629.7789533,1
1996,158.0567809,1
1997,626.5075303,1
1998,585.4024324,1
1999,650.5348156,1
2000,402.4927909,1
2001,497.7337107,1
2002,689.1095102,1
2003,531.6281372,1
2004,545.2700648,1
2005,680.4066408,1
2006,569.1095521,1
2007,439.9656799,1
2008,310.1541781,1
2009,382.9751195,1
2010,42.42826089,1
2011,357.3370663,1
2012,324.2065569,1
2013,504.8640943,1
2014,650.3880096,1
2015,447.7014115,1
2016,125.2100776,1
2017,592.3019465,1
2018,357.1596797,1
2019,610.2977762,1
2020,575.9773477,1
2021,407.4494839,1
2022,309.6010139,1
2023,648.2141254,1
2024,507.8070977,1
2025,583.3711462,1
2026,519.4018107,1
2027,614.0147534,0
2028,152.1781568,1
2029,575.9533706,1
2030,386.8176737,1
2031,694.2811423,1
2032,564.8597714,1
2033,793.386923,1
2034,114.9114473,1
2035,500.3834684,1
2036,549.3195482,1
2037,361.9599243,1
2038,257.2200764,1
2039,394.960086,1
2040,459.6878297,1
2041,207.4427033,1
2042,169.5486525,1
2043,446.6873255,1
2044,162.3884103,1
2045,254.4841148,1
2046,520.5239444,1
2047,202.4277834,1
2048,364.5549708,1
2049,639.3461632,1
2050,394.8027031,1
2051,604.0091667,1
2052,509.8471183,1
2053,353.0245626,1
2054,539.0561529,1
2055,537.3724221,1
2056,473.4261505,1
2057,605.0318295,1
2058,370.1635297,1
2059,426.6780903,1
2060,564.3130315,1
2061,336.4159183,1
2062,373.3535382,1
2063,822.4641861,1
2064,266.6675072,1
2065,757.996822,1
2066,698.2282544,1
2067,561.1154606,1
2068,574.7221514,1
2069,213.56617,1
2070,537.1547556,1
2071,624.6151417,1
2072,179.1538838,1
2073,644.1632547,1
2074,385.4770691,1
2075,420.4281535,1
2076,350.7318028,1
2077,441.2113463,1
2078,421.7267554,1
2079,322.8957233,1
2080,654.739968,1
2081,621.2006145,1
2082,424.0113439,1
2083,718.8028814,1
2084,188.9184398,2
2085,191.3947943,1
2086,396.1852756,1
2087,33.3005152,2
2088,380.9106144,1
2089,238.8248095,1
2090,355.6778826,2
2091,142.2634409,1
2092,508.5769429,1
2093,283.8797796,2
2094,134.9752712,1
2095,383.6788848,1
2096,308.8510304,1
2097,269.8898936,1
2098,132.8677546,1
2099,385.7418211,1
2100,59.21099353,2
2101,246.30483,2
2102,210.9002957,1
2103,316.6619958,1
2104,162.5158409,2
2105,217.5470961,1
2106,249.7185052,2
2107,427.9050761,2
2108,376.6092902,2
2109,417.3915204,1
2110,290.2589142,2
2111,324.4770071,2
2112,324.7115739,2
2113,117.0819786,1
2114,273.0806497,2
2115,101.0574194,2
2116,331.7116845,1
2117,399.1925494,1
2118,218.0837215,1
2119,369.0479245,1
2120,90.5091244,2
2121,155.6091509,2
2122,421.565042,1
2123,414.3955254,1
2124,327.6627624,2
2125,230.9315917,1
2126,207.9200624,1
2127,564.475069,1
2128,393.4428626,1
2129,261.9056103,1
2130,99.89821146,2
2131,318.2268774,1
2132,229.0036378,1
2133,555.0823698,1
2134,448.1488104,1
2135,141.4217691,2
2136,236.558627,1
2137,146.9323099,2
2138,524.6452744,2
2139,309.7577025,2
2140,524.0966877,1
2141,248.124573,1
2142,211.7696444,2
2143,494.4963622,2
2144,142.4450673,2
2145,399.2524756,1
2146,113.0045418,2
2147,488.3141288,1
2148,504.0142006,2
2149,455.7542443,2
2150,237.0286633,1
2151,239.9255239,1
2152,239.553302,2
2153,179.9580738,1
2154,233.0421869,2
2155,180.1083481,2
2156,203.3304337,2
2157,221.9452804,1
2158,378.6790766,1
2159,103.724955,2
2160,216.3700109,2
2161,235.2688221,1
2162,254.2452235,2
2163,325.8141388,1
2164,136.4451165,2
2165,460.9527692,2
2166,229.1392838,1
2167,384.4912085,2
2168,292.7416884,2
2169,341.0274012,2
2170,330.7372382,2
2171,327.8001233,1
2172,279.0617507,1
2173,477.976578,1
2174,501.7023069,1
2175,237.1376458,2
2176,113.1963019,2
2177,451.7526306,1
2178,263.1218389,1
2179,302.4448397,2
2180,441.5832587,2
2181,198.9137282,2
2182,540.6336389,1
2183,277.8599896,1
2184,223.3501431,2
2185,287.0527189,2
2186,237.7047962,1
2187,229.0136779,1
2188,452.9093063,1
2189,151.3233218,1
2190,220.3223985,2
2191,195.5324579,2
2192,268.8568006,1
2193,214.0900116,1
2194,312.959735,1
2195,251.4020415,1
2196,174.336719,2
2197,50.54393076,2
2198,237.7679491,1
2199,328.6865704,1
2200,494.1166076,2
2201,400.3549548,1
2202,172.6370843,1
2203,284.9363943,1
2204,78.28392863,2
2205,166.7534752,2
2206,411.6543346,1
2207,271.6729167,1
2208,401.756916,2
2209,211.2739819,2
2210,307.6401035,1
2211,352.7030602,1
2212,154.0480919,1
2213,398.8873057,2
2214,391.8920347,1
2215,277.4330385,1
2216,306.6769605,1
2217,265.8022874,2
2218,169.6804939,1
2219,358.0891377,2
2220,314.4570217,2
2221,421.7331809,1
2222,190.038804,1
2223,234.5074141,2
2224,312.1620807,1
2225,343.4625755,2
2226,348.4361513,2
2227,128.2105506,2
2228,232.9794579,1
2229,197.0960467,2
2230,319.2073693,2
2231,368.2266461,1
2232,205.770883,1
2233,356.515184,1
2234,310.2274572,2
2235,387.6367859,2
2236,478.2938593,2
2237,287.5574978,1
2238,308.3105852,1
2239,472.7316997,2
2240,308.4528985,2
2241,265.0282955,2
2242,328.8578271,1
2243,289.7845054,2
2244,310.3836641,1
2245,199.6286261,2
2246,360.9821125,1
2247,212.4659714,2
2248,392.9376343,1
2249,338.3182177,2
2250,123.9992321,2
2251,378.054998,1
2252,305.5378041,1
2253,338.1518073,1
2254,205.1619933,1
2255,190.5952928,1
2256,285.1513323,1
2257,388.6161507,1
2258,295.901634,1
2259,351.0623032,2
2260,204.8968439,2
2261,361.001371,1
2262,273.9105322,1
2263,359.3733689,1
2264,102.5271452,2
2265,189.3861949,2
2266,415.5234216,2
2267,168.0080073,2
2268,368.3498652,1
2269,280.9077387,1
2270,165.7679373,2
2271,260.7027258,1
2272,312.2474792,2
2273,288.5019441,1
2274,299.6884112,1
2275,410.1931524,1
2276,353.3162468,1
2277,205.5576984,1
2278,82.58425354,2
2279,337.8986944,2
2280,323.0842662,1
2281,196.2395688,2
2282,345.1713726,1
2283,125.3854223,2
2284,475.0684151,1
2285,146.437682,2
2286,291.8750758,1
2287,287.3826623,1
2288,183.2881707,1
2289,387.7041778,1
2290,149.0905897,2
2291,370.7257114,1
2292,290.1579693,1
2293,485.7676333,1
2294,225.7501707,2
2295,298.9329235,1
2296,337.1683131,1
2297,388.9075316,1
2298,228.6261669,2
2299,225.4691214,2
2300,294.4805972,2
2301,429.7753326,2
2302,182.5969005,2
2303,202.6794945,1
2304,318.3712087,1
2305,472.8270506,1
2306,157.8366736,1
2307,253.1288964,1
2308,152.1241226,1
2309,305.4111853,2
2310,182.5933927,1
2311,341.3937704,1
2312,310.2903155,1
2313,213.3477258,1
2314,63.8810651,2
2315,276.0219521,1
2316,221.5073061,1
2317,211.5742137,2
2318,202.2750596,2
2319,113.2429423,2
2320,230.6039754,2
2321,242.3442362,1
2322,229.8950038,2
2323,232.1094911,2
2324,200.3689689,1
2325,391.9974976,2
2326,270.7001504,2
2327,229.9967184,1
2328,300.0464562,1
2329,389.2770482,1
2330,382.4475104,2
2331,94.83638914,2
2332,148.6000243,2
2333,347.0014641,1
2334,214.3966173,2
2335,432.2856596,1
2336,312.7783244,1
2337,310.5736856,1
2338,117.9508133,2
2339,227.9213465,2
2340,181.2766717,2
2341,397.5122794,2
2342,237.5811613,2
2343,512.7981562,1
2344,337.4345437,2
2345,511.8133005,2
2346,197.2798814,1
2347,423.6106011,1
2348,110.3878779,2
2349,420.4432466,1
2350,178.4884348,2
2351,219.285608,2
2352,352.6632408,1
2353,403.4058605,2
2354,151.6556492,2
2355,297.5422375,2
2356,408.7656466,1
2357,239.9992136,2
2358,202.3671812,2
2359,369.5166566,1
2360,240.3485172,1
2361,228.5550138,1
2362,273.2258452,1
2363,157.23156,2
2364,252.2071333,1
2365,604.5070255,1
2366,333.7725104,1
2367,154.2142947,2
2368,226.3333563,2
2369,123.0090722,2
2370,315.9626761,1
2371,395.3603624,2
2372,125.402798,1
2373,280.4225423,2
2374,395.8359157,1
2375,121.1713115,2
2376,253.3427056,2
2377,199.7286802,2
2378,321.8926482,2
2379,660.7408784,1
2380,454.2538413,2
2381,392.3446441,2
2382,371.4450546,1
2383,362.7729597,1
2384,258.0827077,1
2385,307.4338106,1
2386,80.41302348,1
2387,249.0398754,2
2388,534.9486851,1
2389,386.6831642,2
2390,313.9386154,1
2391,390.8595095,2
2392,295.840173,2
2393,134.419851,2
2394,293.279377,1
2395,226.8014799,2
2396,394.7340432,1
2397,214.4864841,1
2398,371.1266383,2
2399,348.882106,1
2400,171.7665849,2
2401,134.5738009,1
2402,227.53516,1
2403,147.6438568,2
2404,232.7469513,1
2405,234.8939477,1
2406,257.1642391,2
2407,313.6694484,2
2408,383.2303746,2
2409,299.0780554,2
2410,202.6267128,1
2411,386.5886863,1
2412,440.3495996,1
2413,155.4307182,1
2414,120.4531314,2
2415,295.436742,1
2416,281.2228644,2
2417,551.5153811,2
2418,173.5204717,2
2419,357.8796907,1
2420,364.6968832,1
2421,427.7383999,1
2422,275.2555422,2
2423,306.0008846,2
2424,314.0095405,1
2425,243.3570662,1
2426,340.4198305,2
2427,431.639454,1
2428,204.2015024,2
2429,222.2679321,2
2430,438.0499171,1
2431,330.7214499,1
2432,198.2023948,1
2433,146.0104831,1
2434,58.60616237,1
2435,374.0164828,1
2436,401.7627617,1
2437,353.5931064,2
2438,220.9668632,1
2439,307.5574311,1
2440,221.2443964,1
2441,213.9166367,1
2442,256.8331789,1
2443,333.8542041,1
2444,388.9001804,2
2445,154.5009115,1
2446,154.0738518,2
2447,279.8962161,1
2448,198.4098155,1
2449,354.2548516,2
2450,230.7151112,1
2451,462.8250721,1
2452,187.9975499,2
2453,220.7565745,2
2454,196.704003,1
2455,489.2861375,2
2456,491.6356505,1
2457,276.7616365,1
2458,391.8100874,1
2459,119.1990477,1
2460,356.3908,1
2461,232.6806885,1
2462,317.8999096,1
2463,207.9266335,2
2464,185.4629402,1
2465,457.8302118,1
2466,292.2162809,1
2467,124.5185975,2
2468,222.029858,1
2469,340.6937192,1
2470,543.1903162,2
2471,347.9093042,1
2472,316.7308644,2
2473,123.2432967,1
2474,353.2643799,1
2475,307.0403023,1
2476,233.3046216,1
2477,325.0398462,1
2478,324.9347963,1
2479,341.5126123,1
2480,504.963463,2
2481,351.9163711,2
2482,303.2625051,1
2483,405.0405949,1
2484,265.4715144,2
2485,447.8102687,2
2486,389.8678466,1
2487,282.5756404,1
2488,380.0501478,1
2489,384.2296507,2
2490,415.2976517,1
2491,315.6399377,1
2492,154.6230735,2
2493,234.3122863,1
2494,391.6477421,2
2495,131.6603134,2
2496,373.0797071,1
2497,187.5106786,2
2498,41.25791274,2
2499,300.0131999,1
2500,366.8076668,1
2501,241.718243,2
2502,428.3255136,1
2503,149.8272031,1
2504,229.005858,1
2505,452.6854298,1
2506,407.1059243,2
2507,174.0102389,1
2508,446.5376056,1
2509,177.8432772,2
2510,141.8576504,2
2511,243.0693841,2
2512,551.6942956,1
2513,395.2882154,1
2514,242.3347588,2
2515,300.216075,1
2516,498.753683,1
2517,90.0684089,1
2518,285.1721554,1
2519,434.0131057,1
2520,392.6760855,2
2521,246.180608,2
2522,361.8300249,2
2523,482.0672138,1
2524,150.0014974,1
2525,353.0058607,2
2526,246.3946098,1
2527,385.3761053,2
2528,366.1941157,2
2529,200.6686552,2
2530,306.8523251,2
2531,376.6693967,2
2532,277.5245292,1
2533,467.8355486,1
2534,219.706761,2
2535,333.9906046,2
2536,369.038972,2
2537,324.016216,1
2538,467.5073841,2
2539,282.5455072,1
2540,334.8848036,1
2541,344.7076091,2
2542,243.2881679,1
2543,295.7890923,1
2544,305.9353267,1
2545,518.9331606,2
2546,118.5491515,2
2547,291.1693108,1
2548,292.8884878,1
2549,264.7635801,1
2550,367.1032978,2
2551,234.9921032,2
2552,277.8845645,2
2553,142.5338086,1
2554,282.9302084,1
2555,224.3464243,2
2556,340.4617323,1
2557,463.8359008,1
2558,233.9152983,2
2559,304.1369875,2
2560,313.4486244,2
2561,305.183688,2
2562,301.8983656,1
2563,180.4371522,2
2564,266.1800043,2
2565,239.192256,1
2566,189.8943379,2
2567,85.46473716,2
2568,336.4272882,2
2569,99.46155071,2
2570,90.97617843,2
2571,91.23061465,2
2572,278.7036434,2
2573,181.6017372,2
2574,309.5100205,2
2575,60.314351,2
2576,309.15384,2
2577,41.96154272,2
2578,274.5001956,2
2579,75.3760095,2
2580,47.2290901,2
2581,53.09613876,2
2582,59.29596503,2
2583,383.8188169,2
2584,74.31806364,2
2585,125.0573371,2
2586,311.9003282,2
2587,325.6025726,2
2588,305.287495,2
2589,67.52060402,2
2590,199.8003379,2
2591,83.35904407,2
2592,163.0551128,2
2593,199.7449744,2
2594,37.55328582,2
2595,286.7319678,2
2596,333.0421648,2
2597,395.7230961,2
2598,698.6000489,1
2599,386.3302628,2
2600,679.9211868,2
2601,593.8607723,2
2602,328.6014857,2
2603,506.5980518,2
2604,366.6549693,2
2605,350.8529849,2
2606,335.6331486,2
2607,653.5185957,2
2608,420.54701,2
2609,197.9630978,0
2610,619.7414114,0
,619.7414114,
